"guid","link","pubDate","Title","Description"
"163055","https://www.tenable.com/plugins/nessus/163055","Tue, 12 Jul 2022 00:00:00 GMT","Ubuntu 16.04 ESM : X.Org X Server vulnerabilities (USN-5510-2)","
      Nessus Plugin ID 163055 with Critical Severity
      Synopsis
      The remote Ubuntu host is missing one or more security updates.
      Description
      The remote Ubuntu 16.04 ESM host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-5510-2 advisory.Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected packages.

      Read more at  https://www.tenable.com/plugins/nessus/163055
    "
"163054","https://www.tenable.com/plugins/nessus/163054","Tue, 12 Jul 2022 00:00:00 GMT","FreeBSD : git -- privilege escalation (b99f99f6-021e-11ed-8c6f-000c29ffbb6c)","
      Nessus Plugin ID 163054 with High Severity
      Synopsis
      The remote FreeBSD host is missing one or more security-related updates.
      Description
      The version of FreeBSD installed on the remote host is prior to tested version. It is, therefore, affected by a vulnerability as referenced in the b99f99f6-021e-11ed-8c6f-000c29ffbb6c advisory.  - Git is a distributed revision control system. Git prior to versions 2.37.1, 2.36.2, 2.35.4, 2.34.4,     2.33.4, 2.32.3, 2.31.4, and 2.30.5, is vulnerable to privilege escalation in all platforms. An     unsuspecting user could still be affected by the issue reported in CVE-2022-24765, for example when     navigating as root into a shared tmp directory that is owned by them, but where an attacker could create a     git repository. Versions 2.37.1, 2.36.2, 2.35.4, 2.34.4, 2.33.4, 2.32.3, 2.31.4, and 2.30.5 contain a     patch for this issue. The simplest way to avoid being affected by the exploit described in the example is     to avoid running git as root (or an Administrator in Windows), and if needed to reduce its use to a     minimum. While a generic workaround is not possible, a system could be hardened from the exploit described     in the example by removing any such repository if it exists already and creating one as root to block any     future attacks. (CVE-2022-29187)Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected packages.

      Read more at  https://www.tenable.com/plugins/nessus/163054
    "
"163053","https://www.tenable.com/plugins/nessus/163053","Tue, 12 Jul 2022 00:00:00 GMT","KB5015832: Windows 10 LTS 1507 Security Update (July 2022)","
      Nessus Plugin ID 163053 with High Severity
      Synopsis
      The remote Windows host is affected by multiple vulnerabilities.
      Description
      The remote Windows host is missing security update 5015832. It is, therefore, affected by multiple vulnerabilities:  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-22024,     CVE-2022-22027, CVE-2022-22029, CVE-2022-22038,     CVE-2022-22039, CVE-2022-30211, CVE-2022-30221)  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-22023, CVE-2022-22048, CVE-2022-30203)  - An elevation of privilege vulnerability. An attacker can     exploit this to gain elevated privileges.    (CVE-2022-22022, CVE-2022-22026, CVE-2022-22034,     CVE-2022-22036, CVE-2022-22037, CVE-2022-22041,     CVE-2022-22047, CVE-2022-22049, CVE-2022-22050,     CVE-2022-30202, CVE-2022-30205, CVE-2022-30206,     CVE-2022-30209, CVE-2022-30220, CVE-2022-30224,     CVE-2022-30225, CVE-2022-30226).Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Apply Security Update 5015832

      Read more at  https://www.tenable.com/plugins/nessus/163053
    "
"163052","https://www.tenable.com/plugins/nessus/163052","Tue, 12 Jul 2022 00:00:00 GMT","KB5015808: Windows 10 Version 1607 and Windows Server 2016 Security Update (July 2022)","
      Nessus Plugin ID 163052 with High Severity
      Synopsis
      The remote Windows host is affected by multiple vulnerabilities.
      Description
      The remote Windows host is missing security update 5015808.It is, therefore, affected by multiple vulnerabilities:  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-22024,     CVE-2022-22027, CVE-2022-22029, CVE-2022-22038,     CVE-2022-22039, CVE-2022-30211, CVE-2022-30214,     CVE-2022-30221, CVE-2022-30222)  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-22023, CVE-2022-22048, CVE-2022-30203)  - A denial of service (DoS) vulnerability. An attacker can     exploit this issue to cause the affected component to     deny system or application services. (CVE-2022-22025,     CVE-2022-22040, CVE-2022-22043, CVE-2022-30208)  - An elevation of privilege vulnerability. An attacker can     exploit this to gain elevated privileges.    (CVE-2022-22022, CVE-2022-22026, CVE-2022-22031,     CVE-2022-22034, CVE-2022-22036, CVE-2022-22037,     CVE-2022-22041, CVE-2022-22045, CVE-2022-22047,     CVE-2022-22049, CVE-2022-22050, CVE-2022-30202,     CVE-2022-30205, CVE-2022-30206, CVE-2022-30209,     CVE-2022-30215, CVE-2022-30220, CVE-2022-30224,     CVE-2022-30225, CVE-2022-30226)  - An information disclosure vulnerability. An attacker can     exploit this to disclose potentially sensitive     information. (CVE-2022-21845, CVE-2022-22028,     CVE-2022-22042, CVE-2022-22711, CVE-2022-30213,     CVE-2022-30223)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Apply Security Update 5015808

      Read more at  https://www.tenable.com/plugins/nessus/163052
    "
"163051","https://www.tenable.com/plugins/nessus/163051","Tue, 12 Jul 2022 00:00:00 GMT","KB5015870: Windows Server 2008 Security Update (July 2022)","
      Nessus Plugin ID 163051 with High Severity
      Synopsis
      The remote Windows host is affected by multiple vulnerabilities.
      Description
      The remote Windows host is missing security update 5015870 or cumulative update 5015866. It is, therefore, affected by multiple vulnerabilities:  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-22024,     CVE-2022-22027, CVE-2022-22029, CVE-2022-22038,     CVE-2022-22039, CVE-2022-30211, CVE-2022-30221)  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-22023, CVE-2022-22048, CVE-2022-30203)  - An elevation of privilege vulnerability. An attacker can     exploit this to gain elevated privileges.    (CVE-2022-22022, CVE-2022-22026, CVE-2022-22034,     CVE-2022-22036, CVE-2022-22037, CVE-2022-22041,     CVE-2022-22047, CVE-2022-22049, CVE-2022-22050,     CVE-2022-30202, CVE-2022-30205, CVE-2022-30206,     CVE-2022-30209, CVE-2022-30220, CVE-2022-30224,     CVE-2022-30225, CVE-2022-30226). Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Apply Security Update 5015870 or Cumulative Update 5015866

      Read more at  https://www.tenable.com/plugins/nessus/163051
    "
"163050","https://www.tenable.com/plugins/nessus/163050","Tue, 12 Jul 2022 00:00:00 GMT","KB5015862: Windows Server 2008 R2 Security Update (July 2022)","
      Nessus Plugin ID 163050 with High Severity
      Synopsis
      The remote Windows host is affected by multiple vulnerabilities.
      Description
      The remote Windows host is missing security update 5015862  or cumulative update 5015866. It is, therefore, affected by multiple vulnerabilities:  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-22024,     CVE-2022-22027, CVE-2022-22029, CVE-2022-22038,     CVE-2022-22039, CVE-2022-30211, CVE-2022-30221)  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-22023, CVE-2022-22048, CVE-2022-30203)  - An elevation of privilege vulnerability. An attacker can     exploit this to gain elevated privileges.    (CVE-2022-22022, CVE-2022-22026, CVE-2022-22034,     CVE-2022-22036, CVE-2022-22037, CVE-2022-22041,     CVE-2022-22047, CVE-2022-22049, CVE-2022-22050,     CVE-2022-30202, CVE-2022-30205, CVE-2022-30206,     CVE-2022-30209, CVE-2022-30220, CVE-2022-30224,     CVE-2022-30225, CVE-2022-30226).Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Apply Security Update 5015862 or Cumulative Update 5015861

      Read more at  https://www.tenable.com/plugins/nessus/163050
    "
"163049","https://www.tenable.com/plugins/nessus/163049","Tue, 12 Jul 2022 00:00:00 GMT","KB5015809: Windows 10 version 17784 / Azure Stack HCI Security Update (July 2022)","
      Nessus Plugin ID 163049 with Critical Severity
      Synopsis
      The remote Windows host is affected by miscellaneous vulnerabilities.
      Description
      The remote Windows host is missing security update 5015809. It is, therefore, affected by miscellaneous security issues with the functionality of the internal OS.
      Solution
      Apply Security Update 5015809

      Read more at  https://www.tenable.com/plugins/nessus/163049
    "
"163048","https://www.tenable.com/plugins/nessus/163048","Tue, 12 Jul 2022 00:00:00 GMT","KB5015807: Windows 10 Version 20H2 / Windows 10 Version 21H1 / Windows 10 Version 21H2 Security Update (July 2022)","
      Nessus Plugin ID 163048 with High Severity
      Synopsis
      The remote Windows host is affected by multiple vulnerabilities.
      Description
      The remote Windows host is missing security update 5015807. It is, therefore, affected by multiple vulnerabilities:  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-22024,     CVE-2022-22027, CVE-2022-22029, CVE-2022-22038,     CVE-2022-22039, CVE-2022-30211, CVE-2022-30214,     CVE-2022-30221, CVE-2022-30222)  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-22023, CVE-2022-22048, CVE-2022-30203)  - An elevation of privilege vulnerability. An attacker can     exploit this to gain elevated privileges.    (CVE-2022-22022, CVE-2022-22026, CVE-2022-22031,     CVE-2022-22034, CVE-2022-22036, CVE-2022-22037,     CVE-2022-22041, CVE-2022-22045, CVE-2022-22047,     CVE-2022-22049, CVE-2022-22050, CVE-2022-30202,     CVE-2022-30205, CVE-2022-30206, CVE-2022-30209,     CVE-2022-30215, CVE-2022-30220, CVE-2022-30224,     CVE-2022-30225, CVE-2022-30226)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Apply Security Update 5015807

      Read more at  https://www.tenable.com/plugins/nessus/163048
    "
"163047","https://www.tenable.com/plugins/nessus/163047","Tue, 12 Jul 2022 00:00:00 GMT","Security Updates for Microsoft Skype for Business and Microsoft Lync (July 2022)","
      Nessus Plugin ID 163047 with High Severity
      Synopsis
      The Microsoft Skype for Business or Microsoft Lync installation on the remote host is missing a security update.
      Description
      The Microsoft Skype for Business or Microsoft Lync installation on the remote host is missing a security update. It is, therefore, affected by the following vulnerability:  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-33633)
      Solution
      Microsoft has released KB5016714 to address this issue.

      Read more at  https://www.tenable.com/plugins/nessus/163047
    "
"163046","https://www.tenable.com/plugins/nessus/163046","Tue, 12 Jul 2022 00:00:00 GMT","KB5015811: Windows 10 version 1809 / Windows Server 2019 Security Update (July 2022)","
      Nessus Plugin ID 163046 with High Severity
      Synopsis
      The remote Windows host is affected by multiple vulnerabilities.
      Description
      The remote Windows host is missing security update 5015811.It is, therefore, affected by multiple vulnerabilities:  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-22024,     CVE-2022-22027, CVE-2022-22029, CVE-2022-22038,     CVE-2022-22039, CVE-2022-30211, CVE-2022-30214,     CVE-2022-30221, CVE-2022-30222)  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-22023, CVE-2022-22048, CVE-2022-30203)  - An elevation of privilege vulnerability. An attacker can     exploit this to gain elevated privileges.    (CVE-2022-22022, CVE-2022-22026, CVE-2022-22031,     CVE-2022-22034, CVE-2022-22036, CVE-2022-22037,     CVE-2022-22041, CVE-2022-22045, CVE-2022-22047,     CVE-2022-22049, CVE-2022-22050, CVE-2022-30202,     CVE-2022-30205, CVE-2022-30206, CVE-2022-30209,     CVE-2022-30215, CVE-2022-30220, CVE-2022-30224,     CVE-2022-30225, CVE-2022-30226)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Apply Security Update 5015811

      Read more at  https://www.tenable.com/plugins/nessus/163046
    "
"163045","https://www.tenable.com/plugins/nessus/163045","Tue, 12 Jul 2022 00:00:00 GMT","KB5015827: Windows Server 2022 Security Update (July 2022)","
      Nessus Plugin ID 163045 with High Severity
      Synopsis
      The remote Windows host is affected by multiple vulnerabilities.
      Description
      The remote Windows host is missing security update 5015827. It is, therefore, affected by multiple vulnerabilities:  - An elevation of privilege vulnerability. An attacker can     exploit this to gain elevated privileges.    (CVE-2022-22022, CVE-2022-22026, CVE-2022-22031,     CVE-2022-22034, CVE-2022-22036, CVE-2022-22037,     CVE-2022-22041, CVE-2022-22045, CVE-2022-22047,     CVE-2022-22049, CVE-2022-22050, CVE-2022-30202,     CVE-2022-30205, CVE-2022-30206, CVE-2022-30209,     CVE-2022-30220, CVE-2022-30224, CVE-2022-30225,     CVE-2022-30226)  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-22023, CVE-2022-22048, CVE-2022-30203)  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-22024,     CVE-2022-22027, CVE-2022-22038, CVE-2022-30211,     CVE-2022-30221, CVE-2022-30222)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Apply Security Update 5015827

      Read more at  https://www.tenable.com/plugins/nessus/163045
    "
"163044","https://www.tenable.com/plugins/nessus/163044","Tue, 12 Jul 2022 00:00:00 GMT","Security Updates for Microsoft Office Products (July 2022)","
      Nessus Plugin ID 163044 with Medium Severity
      Synopsis
      The Microsoft Office Products are missing a security update.
      Description
      The Microsoft Office Products are missing a security update. It is, therefore, affected by the following vulnerability:  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-33632)Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Microsoft has released the following security updates to address this issue:    -KB5002112  -KB5002121For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.

      Read more at  https://www.tenable.com/plugins/nessus/163044
    "
"163043","https://www.tenable.com/plugins/nessus/163043","Tue, 12 Jul 2022 00:00:00 GMT","KB5015875: Windows Server 2012 Security Update (July 2022)","
      Nessus Plugin ID 163043 with High Severity
      Synopsis
      The remote Windows host is affected by multiple vulnerabilities.
      Description
      The remote Windows host is missing security update 5015875 or cumulative update 5015863. It is, therefore, affected by multiple vulnerabilities:  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-22024,     CVE-2022-22027, CVE-2022-22029, CVE-2022-22038,     CVE-2022-22039, CVE-2022-30211, CVE-2022-30221)  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-22023, CVE-2022-22048, CVE-2022-30203)  - An elevation of privilege vulnerability. An attacker can     exploit this to gain elevated privileges.    (CVE-2022-22022, CVE-2022-22026, CVE-2022-22034,     CVE-2022-22036, CVE-2022-22037, CVE-2022-22041,     CVE-2022-22047, CVE-2022-22049, CVE-2022-22050,     CVE-2022-30202, CVE-2022-30205, CVE-2022-30206,     CVE-2022-30209, CVE-2022-30220, CVE-2022-30224,     CVE-2022-30225, CVE-2022-30226)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Apply Security Update 5015875 or Cumulative Update 5015863

      Read more at  https://www.tenable.com/plugins/nessus/163043
    "
"163042","https://www.tenable.com/plugins/nessus/163042","Tue, 12 Jul 2022 00:00:00 GMT","KB5015877: Windows Server 2012 R2 Security Update (July 2022)","
      Nessus Plugin ID 163042 with High Severity
      Synopsis
      The remote Windows host is affected by multiple vulnerabilities.
      Description
      The remote Windows host is missing security update 5015877 or cumulative update 5015874. It is, therefore, affected by multiple vulnerabilities:  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-22024,     CVE-2022-22027, CVE-2022-22029, CVE-2022-22038,     CVE-2022-22039, CVE-2022-30211, CVE-2022-30221)  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-22023, CVE-2022-22048, CVE-2022-30203)  - An elevation of privilege vulnerability. An attacker can     exploit this to gain elevated privileges.    (CVE-2022-22022, CVE-2022-22026, CVE-2022-22034,     CVE-2022-22036, CVE-2022-22037, CVE-2022-22041,     CVE-2022-22047, CVE-2022-22049, CVE-2022-22050,     CVE-2022-30202, CVE-2022-30205, CVE-2022-30206,     CVE-2022-30209, CVE-2022-30220, CVE-2022-30224,     CVE-2022-30225, CVE-2022-30226)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Apply Security Update 5015877 or Cumulative Update 5015874

      Read more at  https://www.tenable.com/plugins/nessus/163042
    "
"163041","https://www.tenable.com/plugins/nessus/163041","Tue, 12 Jul 2022 00:00:00 GMT","KB5015814: Windows 11 Security Update (July 2022)","
      Nessus Plugin ID 163041 with High Severity
      Synopsis
      The remote Windows host is affected by multiple vulnerabilities.
      Description
      The remote Windows host is missing security update 5015814. It is, therefore, affected by multiple vulnerabilities:  - An elevation of privilege vulnerability. An attacker can     exploit this to gain elevated privileges.    (CVE-2022-22022, CVE-2022-22026, CVE-2022-22031,     CVE-2022-22034, CVE-2022-22036, CVE-2022-22037,     CVE-2022-22041, CVE-2022-22045, CVE-2022-22047,     CVE-2022-22049, CVE-2022-22050, CVE-2022-30202,     CVE-2022-30205, CVE-2022-30206, CVE-2022-30209,     CVE-2022-30220, CVE-2022-30224, CVE-2022-30225,     CVE-2022-30226)  - A security feature bypass vulnerability exists. An     attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising     the integrity of the system/application.    (CVE-2022-22023, CVE-2022-22048, CVE-2022-30203)  - A remote code execution vulnerability. An attacker can     exploit this to bypass authentication and execute     unauthorized arbitrary commands. (CVE-2022-22024,     CVE-2022-22027, CVE-2022-22038, CVE-2022-30211,     CVE-2022-30221, CVE-2022-30222)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Apply Security Update 5015814

      Read more at  https://www.tenable.com/plugins/nessus/163041
    "
"163040","https://www.tenable.com/plugins/nessus/163040","Tue, 12 Jul 2022 00:00:00 GMT","Oracle Linux 8 : go-toolset:ol8addon (ELSA-2022-17956)","
      Nessus Plugin ID 163040 with Medium Severity
      Synopsis
      The remote Oracle Linux host is missing one or more security updates.
      Description
      The remote Oracle Linux 8 host has packages installed that are affected by multiple vulnerabilities as referenced in the ELSA-2022-17956 advisory.  - encoding/pem in Go before 1.17.9 and 1.18.x before 1.18.1 has a Decode stack overflow via a large amount     of PEM data. (CVE-2022-24675)  - The generic P-256 feature in crypto/elliptic in Go before 1.17.9 and 1.18.x before 1.18.1 allows a panic     via long scalar input. (CVE-2022-28327)  - Go before 1.17.10 and 1.18.x before 1.18.2 has Incorrect Privilege Assignment. When called with a non-zero     flags parameter, the Faccessat function could incorrectly report that a file is accessible.    (CVE-2022-29526)  - Certificate.Verify in crypto/x509 in Go 1.18.x before 1.18.1 can be caused to panic on macOS when     presented with certain malformed certificates. This allows a remote TLS server to cause a TLS client to     panic. (CVE-2022-27536)  - The Go project reports: crypto/rand: rand.Read hangs with extremely large buffers On Windows, rand.Read     will hang indefinitely if passed a             buffer larger than 1   - Automatic update for grafana-8.5.6-1.fc37.  ##### **Changelog**  ``` * Wed Jun 29 2022 Andreas Gerstmayr      8.5.6-1 - update to 8.5.6 tagged upstream community sources, see CHANGELOG -     updated license to AGPLv3 - place commented sample config file in /etc/grafana/grafana.ini - enable Go     modules in build process - adapt Node.js bundling to yarn v3 and Zero Install feature * Sun Jun 19 2022     Robert-Andr Mauchin  - 7.5.15-3 - Rebuilt for CVE-2022-1996, CVE-2022-24675,     CVE-2022-28327, CVE-2022-27191,   CVE-2022-29526, CVE-2022-30629  ``` (CVE-2022-30629)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected packages.

      Read more at  https://www.tenable.com/plugins/nessus/163040
    "
"163039","https://www.tenable.com/plugins/nessus/163039","Tue, 12 Jul 2022 00:00:00 GMT","Oracle Linux 8 : olcne (ELSA-2022-9588)","
      Nessus Plugin ID 163039 with Critical Severity
      Synopsis
      The remote Oracle Linux host is missing one or more security updates.
      Description
      The remote Oracle Linux 8 host has packages installed that are affected by multiple vulnerabilities as referenced in the ELSA-2022-9588 advisory.  - Istio is an open platform to connect, manage, and secure microservices. In affected versions ill-formed     headers sent to Envoy in certain configurations can lead to unexpected memory access resulting in     undefined behavior or crashing. Users are most likely at risk if they have an Istio ingress Gateway     exposed to external traffic. This vulnerability has been resolved in versions 1.12.8, 1.13.5, and 1.14.1.    Users are advised to upgrade. There are no known workarounds for this issue. (CVE-2022-31045)  - Envoy is a cloud-native high-performance proxy. In versions prior to 1.22.1 secompressors accumulate     decompressed data into an intermediate buffer before overwriting the body in the decode/encodeBody. This     may allow an attacker to zip bomb the decompressor by sending a small highly compressed payload.    Maliciously constructed zip files may exhaust system memory and cause a denial of service. Users are     advised to upgrade. Users unable to upgrade may consider disabling decompression. (CVE-2022-29225)  - Envoy is a cloud-native high-performance proxy. Versions of envoy prior to 1.22.1 are subject to a     segmentation fault in the GrpcHealthCheckerImpl. Envoy can perform various types of upstream health     checking. One of them uses gRPC. Envoy also has a feature which can hold? (prevent removal) upstream     hosts obtained via service discovery until configured active health checking fails. If an attacker     controls an upstream host and also controls service discovery of that host (via DNS, the EDS API, etc.),     an attacker can crash Envoy by forcing removal of the host from service discovery, and then failing the     gRPC health check request. This will crash Envoy via a null pointer dereference. Users are advised to     upgrade to resolve this vulnerability. Users unable to upgrade may disable gRPC health checking and/or     replace it with a different health checking type as a mitigation. (CVE-2022-29224)  - Envoy is a cloud-native high-performance proxy. In versions prior to 1.22.1 the OAuth filter would try to     invoke the remaining filters in the chain after emitting a local response, which triggers an ASSERT() in     newer versions and corrupts memory on earlier versions. continueDecoding() shouldnt ever be called from     filters after a local reply has been sent. Users are advised to upgrade. There are no known workarounds     for this issue. (CVE-2022-29228)  - Envoy is a cloud-native high-performance edge/middle/service proxy. In versions prior to 1.22.1 if Envoy     attempts to send an internal redirect of an HTTP request consisting of more than HTTP headers, theres a     lifetime bug which can be triggered. If while replaying the request Envoy sends a local reply when the     redirect headers are processed, the downstream state indicates that the downstream stream is not complete.    On sending the local reply, Envoy will attempt to reset the upstream stream, but as it is actually     complete, and deleted, this result in a use-after-free. Users are advised to upgrade. Users unable to     upgrade are advised to disable internal redirects if crashes are observed. (CVE-2022-29227)  - Envoy is a cloud-native high-performance proxy. In versions prior to 1.22.1 the OAuth filter     implementation does not include a mechanism for validating access tokens, so by design when the HMAC     signed cookie is missing a full authentication flow should be triggered. However, the current     implementation assumes that access tokens are always validated thus allowing access in the presence of any     access token attached to the request. Users are advised to upgrade. There is no known workaround for this     issue. (CVE-2022-29226)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected packages.

      Read more at  https://www.tenable.com/plugins/nessus/163039
    "
"163038","https://www.tenable.com/plugins/nessus/163038","Tue, 12 Jul 2022 00:00:00 GMT","Oracle Linux 7 : olcne (ELSA-2022-9589)","
      Nessus Plugin ID 163038 with Critical Severity
      Synopsis
      The remote Oracle Linux host is missing one or more security updates.
      Description
      The remote Oracle Linux 7 host has packages installed that are affected by multiple vulnerabilities as referenced in the ELSA-2022-9589 advisory.  - Istio is an open platform to connect, manage, and secure microservices. In affected versions ill-formed     headers sent to Envoy in certain configurations can lead to unexpected memory access resulting in     undefined behavior or crashing. Users are most likely at risk if they have an Istio ingress Gateway     exposed to external traffic. This vulnerability has been resolved in versions 1.12.8, 1.13.5, and 1.14.1.    Users are advised to upgrade. There are no known workarounds for this issue. (CVE-2022-31045)  - Envoy is a cloud-native high-performance proxy. In versions prior to 1.22.1 secompressors accumulate     decompressed data into an intermediate buffer before overwriting the body in the decode/encodeBody. This     may allow an attacker to zip bomb the decompressor by sending a small highly compressed payload.    Maliciously constructed zip files may exhaust system memory and cause a denial of service. Users are     advised to upgrade. Users unable to upgrade may consider disabling decompression. (CVE-2022-29225)  - Envoy is a cloud-native high-performance proxy. Versions of envoy prior to 1.22.1 are subject to a     segmentation fault in the GrpcHealthCheckerImpl. Envoy can perform various types of upstream health     checking. One of them uses gRPC. Envoy also has a feature which can hold? (prevent removal) upstream     hosts obtained via service discovery until configured active health checking fails. If an attacker     controls an upstream host and also controls service discovery of that host (via DNS, the EDS API, etc.),     an attacker can crash Envoy by forcing removal of the host from service discovery, and then failing the     gRPC health check request. This will crash Envoy via a null pointer dereference. Users are advised to     upgrade to resolve this vulnerability. Users unable to upgrade may disable gRPC health checking and/or     replace it with a different health checking type as a mitigation. (CVE-2022-29224)  - Envoy is a cloud-native high-performance proxy. In versions prior to 1.22.1 the OAuth filter would try to     invoke the remaining filters in the chain after emitting a local response, which triggers an ASSERT() in     newer versions and corrupts memory on earlier versions. continueDecoding() shouldnt ever be called from     filters after a local reply has been sent. Users are advised to upgrade. There are no known workarounds     for this issue. (CVE-2022-29228)  - Envoy is a cloud-native high-performance edge/middle/service proxy. In versions prior to 1.22.1 if Envoy     attempts to send an internal redirect of an HTTP request consisting of more than HTTP headers, theres a     lifetime bug which can be triggered. If while replaying the request Envoy sends a local reply when the     redirect headers are processed, the downstream state indicates that the downstream stream is not complete.    On sending the local reply, Envoy will attempt to reset the upstream stream, but as it is actually     complete, and deleted, this result in a use-after-free. Users are advised to upgrade. Users unable to     upgrade are advised to disable internal redirects if crashes are observed. (CVE-2022-29227)  - Envoy is a cloud-native high-performance proxy. In versions prior to 1.22.1 the OAuth filter     implementation does not include a mechanism for validating access tokens, so by design when the HMAC     signed cookie is missing a full authentication flow should be triggered. However, the current     implementation assumes that access tokens are always validated thus allowing access in the presence of any     access token attached to the request. Users are advised to upgrade. There is no known workaround for this     issue. (CVE-2022-29226)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected packages.

      Read more at  https://www.tenable.com/plugins/nessus/163038
    "
"163037","https://www.tenable.com/plugins/nessus/163037","Tue, 12 Jul 2022 00:00:00 GMT","Oracle Linux 8 : Unbreakable Enterprise kernel-container (ELSA-2022-9591)","
      Nessus Plugin ID 163037 with High Severity
      Synopsis
      The remote Oracle Linux host is missing one or more security updates.
      Description
      The remote Oracle Linux 8 host has packages installed that are affected by multiple vulnerabilities as referenced in the ELSA-2022-9591 advisory.  - Linux Kernel could allow a local attacker to execute arbitrary code on the system, caused by a concurrency     use-after-free flaw in the bad_flp_intr function. By executing a specially-crafted program, an attacker     could exploit this vulnerability to execute arbitrary code or cause a denial of service condition on the     system. (CVE-2022-1652)  - AMD: CVE-2022-23816 AMD CPU Branch Type Confusion (CVE-2022-23816)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected kernel-uek-container and / or kernel-uek-container-debug packages.

      Read more at  https://www.tenable.com/plugins/nessus/163037
    "
